,x,z,IC
0,0,0,3.8392388523975547
1,0,1,3.83355235862858
2,0,2,3.87595635257804
3,0,3,3.868628415207104
4,0,4,3.819639491357918
5,0,5,3.8050624302072045
6,0,6,3.815593572964812
7,0,7,3.8486846434279185
8,0,8,3.8793606042628577
9,0,9,2.6649682378068387
10,0,10,2.6672106926726524
11,0,11,2.7057680168475855
12,0,12,2.768267711644889
13,0,13,2.8215208015469293
14,0,14,2.8408334292168615
15,0,15,1.835265717438551
16,0,16,1.54977305648789
17,0,17,1.9544854929063777
18,0,18,1.8000559977203987
19,0,19,1.654604720903351
20,0,20,1.7424429830506152
21,0,21,1.7092154710432323
22,0,22,2.671476795413679
23,0,23,3.250328331112235
24,0,24,3.1532547102015696
25,0,25,3.1098205327047816
26,0,26,3.137773226587856
27,0,27,3.234996206637212
28,0,28,3.313733854058345
29,0,29,3.2709613628925456
30,0,30,3.2894878009890958
31,0,31,3.2351471414355557
32,1,0,3.8436071885181655
33,1,1,3.8273409966113134
34,1,2,3.8680997140831797
35,1,3,3.871816088444517
36,1,4,3.8398647296277195
37,1,5,3.824719498463861
38,1,6,3.817679029515322
39,1,7,3.8382038555672118
40,1,8,3.8783036745828814
41,1,9,2.665399702765161
42,1,10,2.6665543264592393
43,1,11,2.703560424845044
44,1,12,2.7655270089081245
45,1,13,2.8195920602527367
46,1,14,2.840198557760895
47,1,15,1.8244954703344238
48,1,16,1.5557366768241145
49,1,17,1.9282226865769068
50,1,18,1.782380904434357
51,1,19,1.6506646776260543
52,1,20,1.7264997789857714
53,1,21,1.702341574549229
54,1,22,2.6717556975099157
55,1,23,3.2582685887787357
56,1,24,3.160127335746928
57,1,25,3.1183572763197036
58,1,26,3.1379880667481186
59,1,27,3.2394758159478725
60,1,28,3.3039267696295624
61,1,29,3.274499135857783
62,1,30,3.2789505875858787
63,1,31,3.237921754444732
64,2,0,3.849741656787531
65,2,1,3.8229077076933553
66,2,2,3.858812717745961
67,2,3,3.8712391517013263
68,2,4,3.855437461131139
69,2,5,3.8463632472975426
70,2,6,3.8253562919009445
71,2,7,3.832347498459267
72,2,8,3.8772722513395492
73,2,9,2.665886202031985
74,2,10,2.666018497503637
75,2,11,2.701457980065049
76,2,12,2.7628066087038463
77,2,13,2.817618101800166
78,2,14,2.839516677627328
79,2,15,1.8144095624136285
80,2,16,1.560160756511163
81,2,17,1.8966169956850472
82,2,18,1.7651055115881635
83,2,19,1.6461997394581802
84,2,20,1.7132457072499323
85,2,21,1.6991710635832071
86,2,22,2.672131822396014
87,2,23,3.263995908687176
88,2,24,3.167811830452077
89,2,25,3.1263104858000696
90,2,26,3.1393004468644556
91,2,27,3.2435239768162845
92,2,28,3.2956539107357674
93,2,29,3.2786035781616785
94,2,30,3.2682056981147873
95,2,31,3.239979222340819
96,3,0,3.857802157376837
97,3,1,3.8215806593979664
98,3,2,3.8496391271949433
99,3,3,3.868553231143073
100,3,4,3.86627081906358
101,3,5,3.867937429816419
102,3,6,3.837627777245456
103,3,7,3.831393246815753
104,3,8,3.876987746126325
105,3,9,2.6664233768455894
106,3,10,2.6656016735107215
107,3,11,2.699465449031014
108,3,12,2.760113480012319
109,3,13,2.8156029524578017
110,3,14,2.8387884247435773
111,3,15,1.8054752825396483
112,3,16,1.564053173281461
113,3,17,1.860851908346897
114,3,18,1.7495461187354144
115,3,19,1.641130398126433
116,3,20,1.7032276808879603
117,3,21,1.7002184285806232
118,3,22,2.672609163323523
119,3,23,3.2672603868741366
120,3,24,3.176192621252343
121,3,25,3.1336694080865946
122,3,26,3.1420571123195606
123,3,27,3.246104822131465
124,3,28,3.290066096405037
125,3,29,3.282423643308033
126,3,30,3.2578134707260515
127,3,31,3.2412700730715454
128,4,0,3.8675356042886646
129,4,1,3.8242704440978468
130,4,2,3.842068179024666
131,4,3,3.865635565864073
132,4,4,3.873273610406493
133,4,5,3.887865990517442
134,4,6,3.853180228874355
135,4,7,3.8351023161224402
136,4,8,3.878153504638093
137,4,9,2.6670067788868193
138,4,10,2.6653018127211676
139,4,11,2.697587105077545
140,4,12,2.757454499472807
141,4,13,2.8135507654450036
142,4,14,2.838014427259157
143,4,15,1.7977639590009327
144,4,16,1.5686022343738346
145,4,17,1.8222837113891388
146,4,18,1.7370054227674252
147,4,19,1.63553001410605
148,4,20,1.6966910768220935
149,4,21,1.7055895918623156
150,4,22,2.6731913798724145
151,4,23,3.2680670562963527
152,4,24,3.1850201612710096
153,4,25,3.1405118508591836
154,4,26,3.146436637229033
155,4,27,3.2464822120028867
156,4,28,3.2879927861771
157,4,29,3.2852622390971837
158,4,30,3.248357109831907
159,4,31,3.241674971243472
160,5,0,3.878252545483131
161,5,1,3.831291803014065
162,5,2,3.8373138188421607
163,5,3,3.864246783773022
164,5,4,3.8781311859340937
165,5,5,3.905295773558026
166,5,6,3.870628892625908
167,5,7,3.842782855410335
168,5,8,3.8813177303664474
169,5,9,2.6676319006298344
170,5,10,2.665116379059368
171,5,11,2.6958267044376503
172,5,12,2.7548364178012106
173,5,13,2.8114658127510705
174,5,14,2.837195316394552
175,5,15,1.7909822340706614
176,5,16,1.5750259549755854
177,5,17,1.782360881532816
178,5,18,1.7286732634112043
179,5,19,1.629632655447141
180,5,20,1.6935797708157863
181,5,21,1.7149826988158807
182,5,22,2.6738817733256326
183,5,23,3.2666891244001626
184,5,24,3.1939200275930832
185,5,25,3.1469843274566034
186,5,26,3.152433647486944
187,5,27,3.2443011832363435
188,5,28,3.289813858056001
189,5,29,3.2867008007946663
190,5,30,3.240362392659808
191,5,31,3.2410367423704476
192,6,0,3.88890094341024
193,6,1,3.842276754717868
194,6,2,3.8361417635070025
195,6,3,3.8657188735818435
196,6,4,3.882943648676096
197,6,5,3.9201931971999002
198,6,6,3.888762670870797
199,6,7,3.853425713592442
200,6,8,3.8867617413577813
201,6,9,2.668294205924371
202,6,10,2.665042360499241
203,6,11,2.6941874652875946
204,6,12,2.7522658260233284
205,6,13,2.8093524753824677
206,6,14,2.8363317375044925
207,6,15,1.7845561103961167
208,6,16,1.5844203648888269
209,6,17,1.7425334368920093
210,6,18,1.7255331541450667
211,6,19,1.623816503827753
212,6,20,1.6935677971475842
213,6,21,1.7277169745894236
214,6,22,2.6746832646272387
215,6,23,3.263650367045892
216,6,24,3.2024165139658285
217,6,25,3.1532720917092023
218,6,26,3.1598727345604227
219,6,27,3.239613657988352
220,6,28,3.295391379256437
221,6,29,3.2866876272653065
222,6,30,3.234220501396114
223,6,31,3.239202825038219
224,7,0,3.8982310799985203
225,7,1,3.856198405643872
226,7,2,3.838772382045863
227,7,3,3.870726908331177
228,7,4,3.889787586585597
229,7,5,3.933275712856323
230,7,6,3.9067415185766383
231,7,7,3.865889665690207
232,7,8,3.8944355540790405
233,7,9,2.668989160561873
234,7,10,2.6650762905308465
235,7,11,2.6926720499405468
236,7,12,2.7497491217765573
237,7,13,2.807215232043801
238,7,14,2.8354243611830197
239,7,15,1.7777543842336399
240,7,16,1.5976234498934532
241,7,17,1.7041595180850766
242,7,18,1.7282815498169815
243,7,19,1.6185643002856798
244,7,20,1.6961170914040435
245,7,21,1.7427862951393307
246,7,22,2.675598375054261
247,7,23,3.2596773938155987
248,7,24,3.2099703724078834
249,7,25,3.1595632943528846
250,7,26,3.1684468178247727
251,7,27,3.2328479546633533
252,7,28,3.3040716804046903
253,7,29,3.2855736120911567
254,7,30,3.230128183148827
255,7,31,3.2360714234819605
256,8,0,3.905025079058976
257,8,1,3.8715060237820778
258,8,2,3.844873314692333
259,8,3,3.879187004956598
260,8,4,3.900283578825406
261,8,5,3.9457913313928303
262,8,6,3.9242057827497585
263,8,7,3.879102281851944
264,8,8,3.903953698458873
265,8,9,2.6697122625762097
266,8,10,2.6652142725852443
267,8,11,2.691282550358046
268,8,12,2.7472924759387354
269,8,13,2.8050586462772187
270,8,14,2.834473894239203
271,8,15,1.7698327655116328
272,8,16,1.6151091557964705
273,8,17,1.668417617790058
274,8,18,1.7372654364417808
